Age,Year,Deaths,Population
47,2016,772,4142964
47,2017,903,4370964
47,2018,832,4301318
47,2019,778,4058038
47,2020,685,3876923
47,2021,685,3875209
47,2022,751,3875209
48,1999,511,3710656
48,2000,570,3885145
48,2001,655,4018921
48,2002,667,4143330
48,2003,672,4317939
48,2004,743,4287486
48,2005,762,4449860
48,2006,770,4495342
48,2007,825,4487653
48,2008,870,4672955
48,2009,841,4582655
48,2010,908,4538796
48,2011,864,4521355
48,2012,920,4508318
48,2013,886,4409800
48,2014,827,4158996
48,2015,813,4077689
48,2016,764,4055074
48,2017,833,4140010
48,2018,884,4349714
48,2019,861,4282657
48,2020,750,4043448
48,2021,712,3927492
48,2022,703,3927492
49,1999,497,3765572
49,2000,570,3758544
49,2001,612,3894178
49,2002,649,4016368
49,2003,697,4141856
49,2004,722,4319947
49,2005,704,4292077
49,2006,776,4458112
49,2007,797,4506188
49,2008,858,4501160
49,2009,831,4689393
49,2010,913,4605901
49,2011,921,4519432
49,2012,925,4509567
49,2013,894,4494922
49,2014,964,4409209
49,2015,841,4152552
49,2016,747,4058008
49,2017,830,4050722
49,2018,789,4117603
49,2019,891,4329775
49,2020,768,4265569
49,2021,740,4118718
49,2022,746,4118718
50,1999,485,3762700
50,2000,528,3808515
50,2001,608,3796146
50,2002,642,3881009
50,2003,653,3998812
50,2004,703,4121104
50,2005,649,4295348
50,2006,734,4264904
50,2007,744,4426479
50,2008,864,4471128
50,2009,919,4462192
50,2010,909,4660295
50,2011,909,4581833
50,2012,898,4505608
50,2013,932,4494482
50,2014,899,4491431
50,2015,862,4400288
50,2016,798,4131293
50,2017,759,4051078
50,2018,789,4026474
50,2019,783,4096572
50,2020,746,4310670
50,2021,822,4366085
50,2022,784,4366085
51,1999,512,3601854
51,2000,540,3616997
51,2001,528,3796980
51,2002,614,3797199
51,2003,637,3886144
51,2004,643,4010062
51,2005,657,4138594
51,2006,753,4320192
51,2007,752,4294933
51,2008,829,4464006
51,2009,881,4514833
51,2010,902,4464631
51,2011,951,4626453
51,2012,963,4566251
51,2013,894,4489236
51,2014,971,4488666
51,2015,962,4479664
51,2016,857,4375892
51,2017,802,4121394
51,2018,791,4025069
51,2019,797,4004343
51,2020,711,4076434
51,2021,791,4297812
51,2022,854,4297812
52,1999,485,3873166
52,2000,485,3707436
52,2001,521,3654405
52,2002,527,3785188
52,2003,591,3782009
52,2004,616,3868188
52,2005,672,3989065
52,2006,748,4114856
52,2007,805,4292620
52,2008,791,4264599
52,2009,899,4429228
52,2010,903,4500846
52,2011,931,4478180
52,2012,978,4609523
52,2013,944,4547907
52,2014,907,4480175
52,2015,949,4474344
52,2016,989,4452636
52,2017,883,4363205
52,2018,893,4094079
52,2019,803,4001782
52,2020,698,3983727
52,2021,767,4136193
52,2022,850,4136193
53,1999,393,2785325
53,2000,517,3635040
53,2001,518,3631014
53,2002,508,3650409
53,2003,559,3783390
53,2004,591,3782872
53,2005,649,3871906
53,2006,686,3996095
53,2007,725,4124978
53,2008,760,4306809
53,2009,878,4281465
53,2010,879,4380354
53,2011,897,4458125
53,2012,913,4459925
53,2013,919,4589261
53,2014,925,4535748
53,2015,988,4463494
53,2016,950,4445605
53,2017,929,4437426
53,2018,893,4333375
53,2019,775,4068851
53,2020,760,3979962
53,2021,754,4046823
53,2022,813,4046823
54,1999,389,2900567
54,2000,380,2817560
54,2001,507,3808740
54,2002,544,3626101
54,2003,556,3646923
54,2004,610,3782442
54,2005,600,3783820
54,2006,612,3874826
54,2007,701,4001168
54,2008,778,4132932
54,2009,809,4317125
54,2010,834,4291999
54,2011,888,4415607
54,2012,930,4437952
54,2013,921,4438340
54,2014,958,4574789
54,2015,979,4516527
54,2016,975,4433630
54,2017,958,4427991
54,2018,959,4405567
54,2019,838,4305603
54,2020,756,4044734
54,2021,712,4060013
54,2022,797,4060013
55,1999,415,2859176
55,2000,371,2850600
55,2001,431,2851092
55,2002,499,3788111
55,2003,505,3601691
55,2004,509,3618001
55,2005,564,3748247
55,2006,628,3745012
55,2007,677,3829701
55,2008,728,3949524
55,2009,787,4074019
55,2010,822,4254709
55,2011,837,4263989
55,2012,903,4393250
55,2013,910,4415162
55,2014,902,4421625
55,2015,915,4553385
55,2016,927,4484565
55,2017,925,4413266
55,2018,971,4393983
55,2019,888,4374565
55,2020,751,4277856
55,2021,699,4119517
55,2022,763,4119517
56,1999,378,2934509
56,2000,332,2837452
56,2001,392,2846838
56,2002,450,2846712
56,2003,533,3785668
56,2004,503,3603856
56,2005,501,3625240
56,2006,552,3760899
56,2007,608,3761384
56,2008,685,3850704
56,2009,725,3975863
56,2010,837,4037513
56,2011,812,4232520
56,2012,867,4240395
56,2013,877,4369543
56,2014,953,4395471
56,2015,976,4399120
56,2016,930,4518758
56,2017,876,4461346
56,2018,954,4377130
56,2019,907,4361016
56,2020,766,4343881
56,2021,748,4280217
56,2022,758,4280217
57,1999,333,2561216
57,2000,362,2864020
57,2001,396,2805407
57,2002,412,2833628
57,2003,420,2831596
57,2004,525,3763702
57,2005,483,3582008
57,2006,532,3601973
57,2007,591,3734883
57,2008,635,3733201
57,2009,685,3819855
57,2010,743,3936386
57,2011,775,4066089
57,2012,822,4207605
57,2013,782,4215577
57,2014,823,4347179
57,2015,926,4371245
57,2016,913,4362807
57,2017,907,4493573
57,2018,978,4422810
57,2019,950,4342385
57,2020,778,4327862
57,2021,784,4383354
57,2022,820,4383354
58,1999,297,2412512
58,2000,299,2540152
58,2001,419,2900132
58,2002,392,2792832
58,2003,453,2821608
58,2004,413,2819754
58,2005,527,3748661
58,2006,540,3568659
58,2007,554,3588953
58,2008,575,3722427
58,2009,682,3721219
58,2010,692,3794928
58,2011,730,3918566
58,2012,761,4040118
58,2013,838,4181408
58,2014,792,4191757
58,2015,813,4320522
58,2016,814,4332953
58,2017,903,4335891
58,2018,957,4453038
58,2019,922,4385570
58,2020,735,4306615
58,2021,841,4384908
58,2022,890,4384908
59,1999,255,2317408
59,2000,344,2377013
59,2001,347,2565506
59,2002,433,2881784
59,2003,403,2773994
59,2004,399,2801863
59,2005,402,2799064
59,2006,540,3720317
59,2007,532,3539851
59,2008,589,3558712
59,2009,612,3689647
59,2010,666,3641269
59,2011,654,3774384
59,2012,732,3891149
59,2013,754,4012740
59,2014,836,4155417
59,2015,828,4163670
59,2016,791,4281025
59,2017,808,4303880
59,2018,892,4294024
59,2019,905,4413855
59,2020,797,4346885
59,2021,754,4399318
59,2022,807,4399318
60,1999,275,2313430
60,2000,260,2319944
60,2001,302,2380300
60,2002,331,2540735
60,2003,382,2849408
60,2004,400,2739059
60,2005,390,2763609
60,2006,429,2757092
60,2007,586,3659454
60,2008,537,3476545
60,2009,570,3489302
60,2010,626,3621131
60,2011,648,3664521
60,2012,691,3745489
60,2013,721,3862796
60,2014,804,3985367
60,2015,726,4125792
60,2016,797,4123968
60,2017,821,4249921
60,2018,854,4259361
60,2019,787,4252663
60,2020,700,4372095
60,2021,749,4391144
60,2022,865,4391144
61,1999,254,2178551
61,2000,252,2221227
61,2001,270,2323707
61,2002,300,2370358
61,2003,342,2534959
61,2004,400,2848602
61,2005,386,2745139
61,2006,381,2776869
61,2007,415,2775802
61,2008,524,3694987
61,2009,543,3517588
61,2010,548,3492596
61,2011,539,3584377
61,2012,639,3635456
61,2013,695,3715993
61,2014,700,3834428
61,2015,735,3954601
61,2016,747,4083962
61,2017,795,4091662
61,2018,839,4202894
61,2019,770,4215172
61,2020,733,4208976
61,2021,720,4312796
61,2022,830,4312796
62,1999,238,2076327
62,2000,249,2171072
62,2001,266,2213270
62,2002,291,2306156
62,2003,292,2352131
62,2004,307,2515357
62,2005,356,2827064
62,2006,333,2725651
62,2007,352,2757918
62,2008,416,2757325
62,2009,471,3673134
62,2010,513,3563182
62,2011,495,3487302
62,2012,488,3554439
62,2013,508,3603520
62,2014,633,3685822
62,2015,656,3801935
62,2016,688,3911429
62,2017,689,4050159
62,2018,738,4043396
62,2019,744,4156645
62,2020,661,4168433
62,2021,677,4228770
62,2022,733,4228770
63,1999,223,2054965
63,2000,236,2053151
63,2001,252,2172024
63,2002,274,2195850
63,2003,265,2289143
63,2004,292,2335553
63,2005,311,2498812
63,2006,345,2810202
63,2007,353,2711325
63,2008,395,2744863
63,2009,373,2745716
63,2010,539,3483884
63,2011,510,3459297
63,2012,522,3454687
63,2013,511,3519231
63,2014,534,3572379
63,2015,609,3651393
63,2016,575,3757382
63,2017,646,3875907
63,2018,701,4000235
63,2019,667,3996088
63,2020,621,4106492
63,2021,649,4190193
63,2022,703,4190193
64,1999,228,2069932
64,2000,240,2040053
64,2001,242,2047019
64,2002,236,2147166
64,2003,248,2168747
64,2004,263,2259557
64,2005,290,2303653
64,2006,303,2463439
64,2007,401,2769163
64,2008,381,2668775
64,2009,360,2699257
64,2010,398,2657131
64,2011,521,3611095
64,2012,504,3423614
64,2013,539,3420461
64,2014,562,3488136
64,2015,555,3536156
64,2016,577,3606295
64,2017,612,3720053
64,2018,656,3825765
64,2019,698,3950578
64,2020,618,3944582
64,2021,646,4112847
64,2022,664,4112847
65,1999,238,1913454
65,2000,203,2029911
65,2001,235,2012270
65,2002,258,2025379
65,2003,261,2125962
65,2004,247,2148431
65,2005,252,2240858
65,2006,268,2286008
65,2007,295,2445756
65,2008,378,2751913
65,2009,365,2653345
65,2010,375,2680761
65,2011,400,2672909
65,2012,467,3570839
65,2013,520,3391067
65,2014,500,3384449
65,2015,514,3450043
65,2016,558,3490890
65,2017,558,3567978
65,2018,621,3669600
65,2019,632,3774597
65,2020,558,3897420
65,2021,563,3928157
65,2022,657,3928157
66,1999,236,1896361
66,2000,190,1860320
66,2001,245,2013441
66,2002,219,1986541
66,2003,220,1999916
66,2004,242,2098650
66,2005,249,2121740
66,2006,306,2213751
66,2007,276,2257671
66,2008,335,2416007
66,2009,395,2719454
66,2010,371,2639141
66,2011,366,2643148
66,2012,378,2640984
66,2013,502,3534440
66,2014,507,3347776
66,2015,510,3344134
66,2016,529,3403647
66,2017,498,3451069
66,2018,544,3516436
66,2019,549,3618069
66,2020,522,3720410
66,2021,577,3834444
66,2022,619,3834444
67,1999,235,1916683
67,2000,218,1896451
67,2001,247,1850485
67,2002,250,1986526
67,2003,247,1961151
67,2004,226,1975087
67,2005,227,2074635
67,2006,251,2098690
67,2007,290,2191327
67,2008,286,2235669
67,2009,341,2394376
67,2010,348,2649365
67,2011,356,2584544
67,2012,357,2609069
67,2013,356,2604610
67,2014,514,3485502
67,2015,521,3304187
67,2016,458,3295266
67,2017,526,3361747
67,2018,578,3398755
67,2019,501,3464437
67,2020,538,3562236
67,2021,556,3695234
67,2022,592,3695234
68,1999,225,1917811
68,2000,248,1864515
68,2001,226,1852792
68,2002,232,1821142
68,2003,226,1955990
68,2004,203,1930847
68,2005,233,1945279
68,2006,264,2044245
68,2007,257,2068095
68,2008,284,2160024
68,2009,288,2204229
68,2010,324,2323672
68,2011,389,2652309
68,2012,399,2546946
68,2013,381,2569911
68,2014,397,2572527
68,2015,496,3436357
68,2016,490,3251936
68,2017,501,3251249
68,2018,515,3307833
68,2019,534,3345475
68,2020,494,3407082
68,2021,539,3537207
68,2022,563,3537207
69,1999,253,1897189
69,2000,214,1882348
69,2001,259,1833245
69,2002,238,1818893
69,2003,213,1787777
69,2004,215,1920414
69,2005,237,1896115
69,2006,215,1910507
69,2007,264,2007386
69,2008,263,2030734
69,2009,280,2120973
69,2010,280,2142324
69,2011,295,2320878
69,2012,375,2609515
69,2013,387,2508689
69,2014,393,2535012
69,2015,401,2532747
69,2016,502,3378344
69,2017,474,3204338
69,2018,550,3194269
69,2019,501,3252423
69,2020,492,3286519
69,2021,509,3399278
69,2022,535,3399278
70,1999,270,1872535
70,2000,224,1875175
70,2001,248,1817859
70,2002,253,1792760
70,2003,221,1777336
70,2004,220,1744903
70,2005,221,1873726
70,2006,221,1848556
70,2007,204,1860716
70,2008,258,1953328
70,2009,272,1974076
70,2010,268,2043121
70,2011,281,2129501
70,2012,308,2279580
70,2013,404,2569502
70,2014,432,2466485
70,2015,350,2492490
70,2016,380,2487211
70,2017,538,3324662
70,2018,509,3144466
70,2019,494,3136704
70,2020,447,3192029
70,2021,521,3229649
70,2022,502,3229649
71,1999,249,1830815
71,2000,276,1788269
71,2001,256,1844676
71,2002,243,1782107
71,2003,214,1760292
71,2004,237,1747347
71,2005,219,1718367
71,2006,209,1848947
71,2007,212,1826784
71,2008,244,1841560
71,2009,269,1936308
71,2010,262,1949323
71,2011,284,2022340
71,2012,285,2088076
71,2013,316,2238499
71,2014,412,2519748
71,2015,370,2421191
71,2016,381,2445650
71,2017,349,2443843
71,2018,492,3260552
71,2019,487,3083083
71,2020,426,3074732
71,2021,456,3076389
71,2022,479,3076389
72,1999,269,1751382
72,2000,253,1791696
72,2001,211,1743767
72,2002,270,1797946
72,2003,231,1736351
72,2004,217,1713793
72,2005,225,1700960
72,2006,223,1672443
72,2007,228,1798955
72,2008,241,1776463
72,2009,233,1790136
72,2010,262,1864275
72,2011,278,1911624
72,2012,274,1979898
72,2013,301,2044846
72,2014,346,2194234
72,2015,368,2469605
72,2016,377,2371252
72,2017,384,2399286
72,2018,393,2392283
72,2019,473,3191048
72,2020,426,3017173
72,2021,459,2988058
72,2022,449,2988058
73,1999,254,1714390
73,2000,255,1725168
73,2001,262,1733630
73,2002,263,1697450
73,2003,253,1751589
73,2004,231,1691931
73,2005,233,1671512
73,2006,211,1660842
73,2007,208,1633722
73,2008,289,1758650
73,2009,252,1737897
73,2010,239,1736960
73,2011,285,1839285
73,2012,269,1867571
73,2013,328,1934570
73,2014,317,2002191
73,2015,370,2146052
73,2016,405,2413647
73,2017,385,2321473
73,2018,376,2344633
73,2019,346,2334433
73,2020,442,3117385
73,2021,485,2917030
73,2022,512,2917030
74,1999,242,1708289
74,2000,211,1677133
74,2001,243,1682014
74,2002,237,1679791
74,2003,249,1644551
74,2004,241,1696130
74,2005,248,1638505
74,2006,216,1619038
74,2007,210,1608315
74,2008,218,1581331
74,2009,222,1702305
74,2010,245,1684487
74,2011,245,1705200
74,2012,255,1792914
74,2013,299,1820632
74,2014,297,1890366
74,2015,301,1953711
74,2016,323,2092487
74,2017,407,2357801
74,2018,396,2263489
74,2019,350,2283164
74,2020,371,2274412
74,2021,479,3060676
74,2022,475,3060676
75,1999,271,1637734
75,2000,262,1651641
75,2001,250,1610892
75,2002,251,1620812
75,2003,256,1617308
75,2004,275,1581121
75,2005,227,1629763
75,2006,260,1573506
75,2007,226,1553097
75,2008,221,1541027
75,2009,202,1513301
75,2010,242,1620077
75,2011,238,1638322
75,2012,299,1657855
75,2013,255,1743415
75,2014,299,1774697
75,2015,313,1839823
75,2016,318,1900211
75,2017,368,2039236
75,2018,407,2293604
75,2019,417,2198286
75,2020,333,2219565
75,2021,371,2157557
75,2022,588,2157557
76,1999,275,1539287
76,2000,248,1556567
76,2001,280,1589103
76,2002,272,1554475
76,2003,237,1567629
76,2004,228,1566753
76,2005,233,1535359
76,2006,228,1587027
76,2007,249,1535224
76,2008,218,1518327
76,2009,257,1510000
76,2010,230,1471070
76,2011,256,1580914
76,2012,229,1588005
76,2013,241,1607329
76,2014,239,1694648
76,2015,283,1722041
76,2016,279,1784266
76,2017,297,1847158
76,2018,373,1978012
76,2019,406,2222392
76,2020,380,2130427
76,2021,397,2060045
76,2022,387,2060045
77,1999,257,1499362
77,2000,262,1460781
77,2001,248,1503097
77,2002,239,1522890
77,2003,210,1489790
77,2004,232,1501866
77,2005,228,1501643
77,2006,220,1472328
77,2007,270,1521903
77,2008,217,1472006
77,2009,212,1455744
77,2010,235,1455330
77,2011,204,1430790
77,2012,228,1527795
77,2013,254,1534778
77,2014,248,1557239
77,2015,284,1639085
77,2016,288,1664566
77,2017,293,1729114
77,2018,335,1786181
77,2019,375,1911261
77,2020,369,2147097
77,2021,360,1992972
77,2022,403,1992972
78,1999,236,1407240
78,2000,229,1431916
78,2001,226,1405933
78,2002,232,1436185
78,2003,239,1456995
78,2004,221,1425682
78,2005,235,1439475
78,2006,228,1441641
78,2007,246,1414814
78,2008,225,1464084
78,2009,212,1417539
78,2010,192,1400123
78,2011,206,1394574
78,2012,211,1377972
78,2013,243,1471162
78,2014,256,1481505
78,2015,279,1500813
78,2016,268,1578915
78,2017,292,1607240
78,2018,324,1666402
78,2019,320,1720817
78,2020,325,1839828
78,2021,380,1997941
78,2022,378,1997941
79,1999,241,1258983
79,2000,226,1314908
79,2001,215,1346388
79,2002,237,1336099
79,2003,217,1366120
79,2004,233,1385977
79,2005,220,1357369
79,2006,215,1372532
79,2007,212,1375325
79,2008,227,1350299
79,2009,219,1398480
79,2010,220,1371195
79,2011,214,1344087
79,2012,239,1337956
79,2013,215,1321197
79,2014,252,1414235
79,2015,241,1422071
79,2016,297,1439937
79,2017,286,1518513
79,2018,311,1542867
79,2019,280,1599909
79,2020,329,1649916
79,2021,324,1696254
79,2022,375,1696254
80,1999,202,1189382
80,2000,229,1207365
80,2001,234,1254832
80,2002,242,1269310
80,2003,212,1259724
80,2004,190,1286733
80,2005,209,1305661
80,2006,225,1278890
80,2007,199,1292775
80,2008,216,1294601
80,2009,203,1270444
80,2010,209,1308511
80,2011,243,1293211
80,2012,204,1283660
80,2013,219,1277377
80,2014,227,1264072
80,2015,230,1351196
80,2016,257,1358260
80,2017,246,1378494
80,2018,256,1451583
80,2019,293,1475278
80,2020,299,1526957
80,2021,295,1507612
80,2022,328,1507612
81,1999,208,1047265
81,2000,177,1072048
81,2001,197,1154138
81,2002,218,1180698
81,2003,220,1196760
81,2004,199,1189534
81,2005,214,1218283
81,2006,200,1239927
81,2007,207,1216593
81,2008,232,1232307
81,2009,206,1236769
81,2010,211,1212865
81,2011,215,1253347
81,2012,196,1228420
81,2013,232,1219160
81,2014,234,1216009
81,2015,224,1201044
81,2016,262,1284298
81,2017,239,1293831
81,2018,228,1311488
81,2019,251,1381641
81,2020,284,1400392
81,2021,278,1366271
81,2022,283,1366271
82,1999,200,972176
82,2000,230,981562
82,2001,190,993071
82,2002,224,1075053
82,2003,205,1100969
82,2004,226,1115106
82,2005,239,1109756
82,2006,186,1138135
82,2007,175,1158822
82,2008,207,1136851
82,2009,187,1152248
82,2010,193,1161421
82,2011,193,1145240
82,2012,215,1184179
82,2013,232,1160321
82,2014,228,1153634
82,2015,228,1148948
82,2016,199,1135109
82,2017,237,1216640
82,2018,219,1224165
82,2019,234,1241341
82,2020,235,1303809
82,2021,283,1254351
82,2022,301,1254351
83,1999,168,875092
83,2000,169,883063
83,2001,192,927192
83,2002,168,919945
83,2003,177,997727
83,2004,159,1023151
83,2005,215,1038431
83,2006,175,1036784
83,2007,170,1065220
83,2008,177,1086404
83,2009,194,1067638
83,2010,158,1074809
83,2011,193,1087100
83,2012,201,1074693
83,2013,246,1111120
83,2014,212,1090465
83,2015,197,1082562
83,2016,202,1079082
83,2017,200,1068110
83,2018,232,1143669
83,2019,210,1151190
83,2020,257,1163249
83,2021,247,1156487
83,2022,265,1156487
84,1999,159,798393
84,2000,149,801329
84,2001,160,808972
84,2002,176,849397
84,2003,142,843416
84,2004,157,913980
84,2005,180,939062
84,2006,138,954381
84,2007,165,953666
84,2008,168,980196
84,2009,171,1000612
84,2010,162,985721
84,2011,212,1007645
84,2012,210,1012099
84,2013,163,1000660
84,2014,200,1036186
84,2015,210,1015591
84,2016,220,1008890
84,2017,190,1008215
84,2018,195,996403
84,2019,191,1067757
84,2020,221,1070307
84,2021,235,1016585
84,2022,234,1016585
